Company name,CEO,TEL,Address,Category
(유)아연건설,김진구,063-244-2161,(54812) 전라북도 전주시 덕진구 전미동2가 84-1,[건축공사업][14-0534][정상]/[토공사업][전북전주2000-02-14][자진반납 : 2002-03-05]/[금속창호ㆍ지붕건축물조립공사업][전북전주2000-11-16][정상]/  ㄴ(주력분야:금속구조물ㆍ창호ㆍ온실공사)/[철근ㆍ콘크리트공사업][전북전주2000-10-21][폐업 : 2016-06-27]/[기계설비공사업][전북전주2000-12-4][대업종전환]/[기계가스설비공사업][전북전주2000-12-4][정상]/  ㄴ(주력분야:기계설비공사)/[가스시설시공업 제2종][전북전주2000-27-2-12][폐업 : 2010-04-22]/[금속구조물ㆍ창호ㆍ온실공사업][전북전주2000-11-16][대업종전환]
(유)아토스,심영옥,063-271-3204,(55365) 전라북도 완주군 이서면 갈산리 664-10 5층 501호,[건축공사업][14-0864][정상]/[시설물유지관리업][전북완주2019-29-03][정상]
(유)알씨디종합건설,박홍미,063-247-7677,"(54868) 전라북도 전주시 덕진구 만성동 1262-8 ,401호",[건축공사업][14-0674][정상]
(유)양지건설,이도현,063-636-1466,(55794) 전라북도 남원시 원천로 62,"[건축공사업][14-0470][폐업 : 2018-03-07]/[건축공사업][14-0837][정상]/[실내건축공사업][전북남원 08-01-02][폐업 : 2014-05-08]/[지반조성ㆍ포장공사업][전북남원07-16-02][정상]/  ㄴ(주력분야:토공사,포장공사)/[토공사업][전북남원 2018-02-02][대업종전환]/[금속창호ㆍ지붕건축물조립공사업][전북남원 2016-08-01][정상]/  ㄴ(주력분야:지붕판금ㆍ건축물조립공사)/[석공사업][전북남원 2018-04-01][대업종전환]/[도장ㆍ습식방수ㆍ석공사업][전북남원 2018-04-01][정상]/  ㄴ(주력분야:석공사)/[도장공사업][전북남원 2013-05-01][폐업 : 2014-05-08]/[조경식재ㆍ시설물공사업][전북남원 2021-16-02][정상]/  ㄴ(주력분야:조경식재공사)/[철근ㆍ콘크리트공사업][전북남원 2018-10-02][정상]/  ㄴ(주력분야:철근ㆍ콘크리트공사)/[철근ㆍ콘크리트공사업][전북고창2004-10-49][폐업 : 2014-05-08]/[철근ㆍ콘크리트공사업][전북남원 2018-10-02][대업종전환]/[상ㆍ하수도설비공사업][전북남원07-13-04][폐업 : 2008-02-27]/[포장공사업][전북남원07-16-02][대업종전환]/[조경식재공사업][전북남원 2021-16-02][대업종전환]/[시설물유지관리업][전북남원 08-29-01][정상]/[지붕판금ㆍ건축물조립공사업][전북남원 2016-08-01][대업종전환]"
(유)에스에이치건설,김삼중,063-271-3550,(54974) 전라북도 전주시 완산구 중화산동2가 762-4,[건축공사업][14-0822][정상]/[시설물유지관리업][전북전주2009-29-7][정상]
(유)에스제이건설,김성식,063-832-3138,(54555) 전라북도 익산시 부송동 1114-8 1층,[건축공사업][14-0834][정상]/[실내건축공사업][전북익산2021-01-01][대업종전환]/[실내건축공사업][전북익산2021-01-01][정상]/  ㄴ(주력분야:실내건축공사)/[시설물유지관리업][전북익산2006-29-09][정상]
(유)엔도건설,이윤,063-225-5466,(54907) 전라북도 전주시 덕진구 인후동2가 1532-24 (인후동2가),[건축공사업][14-0387][정상]
(유)엘림종합건설,홍연단,061-245-3868,(58825) 전라남도 신안군 압해읍 분매리 595-28,[건축공사업][150900][정상]/[금속창호ㆍ지붕건축물조립공사업][신안2013-07-01][정상]/  ㄴ(주력분야:금속구조물ㆍ창호ㆍ온실공사)/[금속구조물ㆍ창호ㆍ온실공사업][신안2013-07-01][대업종전환]
(유)엠스톤,김태식,063-211-6165,(54846) 전라북도 전주시 덕진구 팔복동1가 10-3 (팔복동1가),[건축공사업][14-0764][정상]/[토공사업][전북김제2005-02-24][폐업 : 2009-04-23]/[철근ㆍ콘크리트공사업][전북진안2003-10-23][정상]/  ㄴ(주력분야:철근ㆍ콘크리트공사)/[철근ㆍ콘크리트공사업][전북진안2003-10-23][대업종전환]/[시설물유지관리업][전북김제2009-29-01][정상]
(유)엠에스종합건설,김선화,063-243-6141,(55024) 전라북도 전주시 덕진구 인후동1가 904-6,[건축공사업][14-0828][정상]/[토공사업][전북96-02-299][폐업 : 2014-06-16]/[금속창호ㆍ지붕건축물조립공사업][전북전주99-11-03][정상]/  ㄴ(주력분야:금속구조물ㆍ창호ㆍ온실공사)/[석공사업][전북97-04-040][폐업 : 2012-06-08]/[철근ㆍ콘크리트공사업][전북10-216][정상]/  ㄴ(주력분야:철근ㆍ콘크리트공사)/[철근ㆍ콘크리트공사업][전북10-216][대업종전환]/[철물공사업][전북전주99-11-03][폐업 : 2019-08-01]/[상ㆍ하수도설비공사업][전북전주99-13-03][폐업 : 2014-06-16]/[시설물유지관리업][전북완주2009-29-02][정상]/[금속구조물ㆍ창호ㆍ온실공사업][전북전주99-11-03][대업종전환]
(유)엠에스종합건설,김민수,031-857-4693,(11350) 경기도 동두천시 지행동 721 405-2호,[건축공사업][10-2539][정상]
(유)연정조경건설,이종기,00-000-0000,(54605) 전라북도 익산시 주현동 246-6,"[건축공사업][14-0878][정상]/[조경식재ㆍ시설물공사업][전북김제2009-16-03][정상]/  ㄴ(주력분야:조경식재공사,조경시설물설치공사)/[철근ㆍ콘크리트공사업][99-10-841][폐업 : 2009-05-29]/[상ㆍ하수도설비공사업][99-13-322][자진반납 : 2004-12-28]/[조경식재공사업][전북김제2009-16-03][대업종전환]/[시설물유지관리업][전북고창 2017-29-17][정상]"
(유)영근산업,윤징하,062-385-0238,(61487) 광주광역시 동구 금동 135-1,[건축공사업][05-1205][정상]/[도장ㆍ습식방수ㆍ석공사업][광주동2021-03-02][정상]/  ㄴ(주력분야:습식ㆍ방수공사)/[상ㆍ하수도설비공사업][광주서2007-13-02][정상]/  ㄴ(주력분야:상ㆍ하수도설비공사)/[철근ㆍ콘크리트공사업][전남영광2002-10-1][폐업 : 2007-08-08]/[상ㆍ하수도설비공사업][광주서2007-13-02][대업종전환]/[시설물유지관리업][광주서2008-29-10][정상]/[습식ㆍ방수공사업][광주동2021-03-02][대업종전환]
(유)영도건설,한덕희,063-633-8204,(55738) 전라북도 남원시 도통동 507-4,[건축공사업][14-0865][정상]/[실내건축공사업][전북남원2009-01-01][폐업 : 2010-10-06]/[기계설비공사업][전북남원05-12-01][대업종전환]/[기계가스설비공사업][전북남원05-12-01][정상]/  ㄴ(주력분야:기계설비공사)/[시설물유지관리업][남원2010-29-03][정상]
(유)영우종합건설,최영락,063-226-7723,"(55056) 전라북도 전주시 완산구 효자동1가 415-13, 롯데상가 204호",[건축공사업][14-0267][정상]
(유)영주건설,서광자,061-375-7559,"(58125) 전라남도 화순군 화순읍 광덕리 368 ,1층",[토목공사업][150679][정상]/[건축공사업][150426][정상]
(유)예진종합건설,조관수,02-446-6035,"(12084) 경기도 남양주시 별내면 청학리 418-1 ,203호",[토목공사업][14-0434][정상]/[건축공사업][14-0275][정상]
(유)예품,윤석길,031-353-7641,(18519) 경기도 화성시 정남면 신리 260 301-1호,[건축공사업][10-3060][정상]
(유)온드림,송임철,070-8611-8974,(62070) 광주광역시 서구 매월동 219-2 2층,[건축공사업][05-1149][정상]/[시설물유지관리업][광주서2020-29-08][정상]
(유)용천종합건설,김남진,061-282-4501,"(58567) 전라남도 무안군 삼향읍 남악리 2159 , 1동 403호",[토목공사업][150510][정상]/[건축공사업][150237][정상]
(유)원주종합건설,신병근,063-452-7100,(54065) 전라북도 군산시 개정면 발산리 15-2,[건축공사업][14-0324][정상]
(유)월성,윤기창,063-564-3204,(56440) 전라북도 고창군 고창읍 읍내리 867-43,[건축공사업][14-0736][정상]/[금속창호ㆍ지붕건축물조립공사업][전북고창 2017-08-21][정상]/  ㄴ(주력분야:금속구조물ㆍ창호ㆍ온실공사)/[시설물유지관리업][전북 고창 2014-29-12][정상]/[금속구조물ㆍ창호ㆍ온실공사업][전북고창 2017-08-21][대업종전환]
(유)위더스종합건설,권이영,063-244-0808,"(54822) 전라북도 전주시 덕진구 송천동2가 175-52 , 501호(송천동2가)",[건축공사업][14-0675][정상]
(유)위드종합건설,박혜진,063-227-3339,"(54890) 전라북도 전주시 덕진구 덕진동2가 681-5 , 3층 1호(덕진동2가, 에이치엘빌딩)",[건축공사업][14-0672][정상]
(유)윌종합건설,김상균,063-236-9883,"(54384) 전라북도 김제시 요촌동 373-37 ,3층",[건축공사업][14-0509][정상]
(유)유래건설,유영래,063-241-2434,(54930) 전라북도 전주시 덕진구 금암동 1550-6,[건축공사업][18-0760][정상]
(유)유에이디앤씨,최창남,061-282-4870,(58667) 전라남도 목포시 상동 823-9 ，비동 105호 106호(상동，영동오피스텔),[건축공사업][150202][정상]
(유)유진건설,김왕근,063-841-4268,(54595) 전라북도 익산시 남중동 102-11,[건축공사업][14-0342][정상]
(유)이룸건설,김서현,063-288-5579,(55106) 전라북도 전주시 완산구 평화동1가 592-31 (평화동1가),[건축공사업][14-0892][정상]/[시설물유지관리업][전북98-1-30-16][정상]
(유)이안건설,정경란,063-237-0419,(55409) 전라북도 진안군 정천면 월평리 1173-1,[토목공사업][14-0579][정상]/[건축공사업][14-0806][정상]/[철근ㆍ콘크리트공사업][전북전주2008-09-6][폐업 : 2008-12-02]/[상ㆍ하수도설비공사업][전북전주2008-11-4][폐업 : 2008-12-02]/[시설물유지관리업][전북전주2008-29-9][정상]
(유)이후건설,조성우,031-512-4771,"(12136) 경기도 남양주시 진건읍 용정리 786-43 ,102호",[건축공사업][10-3302][정상]
(유)인우,이정희,042-488-0537,(35209) 대전광역시 서구 둔산동 915 505호,[건축공사업][06-0741][정상]/[비계ㆍ구조물해체공사업][전북남원05-07-01][대업종전환]/[구조물해체ㆍ비계공사업][전북남원05-07-01][정상]/  ㄴ(주력분야:구조물해체ㆍ비계공사)/[시설물유지관리업][전북남원05-29-02][정상]
(유)일동이엔지,김종호,063-862-9331,(32939) 충청남도 논산시 강경읍 대흥리 46-2,[건축공사업][13-0669][정상]/[철근ㆍ콘크리트공사업][전북익산2019-09-01][정상]/  ㄴ(주력분야:철근ㆍ콘크리트공사)/[철근ㆍ콘크리트공사업][전북익산2019-09-01][대업종전환]/[시설물유지관리업][전북익산2016-29-19][정상]
(유)일주건설산업,유연수,062-943-8830,(62251) 광주광역시 광산구 신창동 1148-1 401호,[건축공사업][05-1137][정상]/[석공사업][전남장성2006-04-01][대업종전환]/[도장ㆍ습식방수ㆍ석공사업][전남장성2006-04-01][정상]/  ㄴ(주력분야:석공사)/[보링ㆍ그라우팅공사업][전북김제2002-14-04][폐업 : 2006-07-19]/[시설물유지관리업][순천2009-29-3][정상]
(유)일흥산업개발,손영주,043-836-9957,(28046) 충청북도 괴산군 사리면 방축리 307-2 일흥빌딩 2층,[건축공사업][12-0521][정상]/[실내건축공사업][전북고창2011-01-06][대업종전환]/[실내건축공사업][전북고창2011-01-06][정상]/  ㄴ(주력분야:실내건축공사)
(유)임팩트건설,채경만,063-224-8887,"(54969) 전라북도 전주시 완산구 효자동2가 1157-4 , 근린생활시설동 201호(효자동2가, 전주효자에스케이뷰)",[건축공사업][14-0747][정상]/[승강기설치공사업][전북전주2005-26-2][폐업 : 2007-02-05]/[시설물유지관리업][전북군산2007-33-01][정상]
(유)재영종합건설,김재윤,063-561-5995,(56432) 전라북도 고창군 고창읍 읍내리 863-59 한서수선,[건축공사업][14-0017][정상]
(유)전일건설,김종서,063-463-4775,(54078) 전라북도 군산시 경장동 516-1,"[건축공사업][14-0754][정상]/[지반조성ㆍ포장공사업][전북97-02-369][정상]/  ㄴ(주력분야:토공사,포장공사)/[토공사업][전북97-02-369][대업종전환]/[석공사업][전북군산99-04-05][자진반납 : 2004-12-09]/[조경식재ㆍ시설물공사업][전북군산-22-마-02][정상]/  ㄴ(주력분야:조경식재공사,조경시설물설치공사)/[철근ㆍ콘크리트공사업][전북97-10-671][정상]/  ㄴ(주력분야:철근ㆍ콘크리트공사)/[비계ㆍ구조물해체공사업][전북군산99-07-03][대업종전환]/[구조물해체ㆍ비계공사업][전북군산99-07-03][정상]/  ㄴ(주력분야:구조물해체ㆍ비계공사)/[상ㆍ하수도설비공사업][전북97-13-161][정상]/  ㄴ(주력분야:상ㆍ하수도설비공사)/[철근ㆍ콘크리트공사업][전북97-10-671][대업종전환]/[상ㆍ하수도설비공사업][전북97-13-161][대업종전환]/[보링ㆍ그라우팅공사업][전북군산2009-12-01][폐업 : 2010-11-08]/[포장공사업][전북군산2017-14-02][대업종전환]/[시설물유지관리업][전북군산2009-29-02][정상]"
(유)정도건설,최승희,063-226-0231,"(54931) 전라북도 전주시 덕진구 금암동 482-4 , 310호",[건축공사업][14-0739][정상]/[시설물유지관리업][전북전주2016-29-8][정상]
(유)정민건설,김은진,063-242-2507,"(54984) 전라북도 전주시 완산구 중화산동2가 241-2 , 4층(중화산동2가)",[토목공사업][14-0186][정상]/[건축공사업][14-0622][정상]
(유)정민건설,최수진,063-833-5579,(54568) 전북 익산시 부송동 1054-4,[건축공사업][14-0766][정상]/[실내건축공사업][전북익산2014-01-01][대업종전환]/[실내건축공사업][전북익산2014-01-01][정상]/  ㄴ(주력분야:실내건축공사)/[시설물유지관리업][전북익산 2010-29-19][정상]
(유)정진건설,안미영,063-536-3305,(56160) 전라북도 정읍시 연지동 506-154 203호,[건축공사업][14-0852][정상]/[실내건축공사업][정읍02-01-01][대업종전환]/[실내건축공사업][정읍02-01-01][정상]/  ㄴ(주력분야:실내건축공사)/[철근ㆍ콘크리트공사업][정읍01-10-19][폐업 : 2012-11-01]/[시설물유지관리업][정읍 2006-29-01][정상]
(유)제이알,이은숙,063-467-1657,(54103) 전라북도 군산시 지곡동 527,[토목공사업][14-0744][정상]/[건축공사업][14-0483][정상]/[실내건축공사업][전북군산2005-01-03][폐업 : 2013-07-30]/[철근ㆍ콘크리트공사업][전북군산2007-10-05][폐업 : 2013-07-30]/[시설물유지관리업][전북군산2005-33-03][정상]
(유)제이엘건설,정병철,063-243-0070,(54993) 전라북도 전주시 덕진구 진북동 358-6,[건축공사업][14-0559][정상]
(유)제이피건설,박종인,0000-0000-0000,(55745) 전라북도 남원시 왕정동 45-30 서문건강원,[건축공사업][14-0798][정상]/[시설물유지관리업][전북남원2012-29-03][정상]
(유)좋은건설,신현용,063-581-3322,(56337) 전라북도 부안군 변산면 격포리 271-201,[건축공사업][14-0333][정상]/[철근ㆍ콘크리트공사업][전북부안2007-10-01][폐업 : 2008-01-28]
(유)주산,김만열,063-534-4601,(56115) 전라북도 정읍시 태인면 태성리 526-1,[토목건축공사업][14-0010][폐업 : 2005-09-14]/[토목공사업][14-0456][정상]/[토목공사업][96-895][자진반납 : 1999-07-24]/[건축공사업][14-0296][정상]/[건축공사업][50093][자진반납 : 1999-07-24]
(유)주영산업개발,차태용,055-641-5801,(53044) 경상남도 통영시 무전6길 14-12， 201호 (무전동， 주영에이스빌1차오피스텔),[건축공사업][17-0649][정상]
(유)주은산업,나정식,063-543-8604,(54406) 전라북도 김제시 신풍동 281,[건축공사업][14-0868][정상]/[철근ㆍ콘크리트공사업][전북김제2021-09-18][정상]/  ㄴ(주력분야:철근ㆍ콘크리트공사)/[철근ㆍ콘크리트공사업][전북김제2021-09-18][대업종전환]/[시설물유지관리업][전북김제2020-29-01][정상]
(유)주진건설,임덕례,061-284-6679,(58813) 전라남도 신안군 지도읍 읍내리 168-28,[건축공사업][151074][정상]/[지반조성ㆍ포장공사업][신안2020-14-19][정상]/  ㄴ(주력분야:포장공사)/[조경식재ㆍ시설물공사업][신안2019-16-03][정상]/  ㄴ(주력분야:조경식재공사)/[철근ㆍ콘크리트공사업][신안2019-09-09][정상]/  ㄴ(주력분야:철근ㆍ콘크리트공사)/[상ㆍ하수도설비공사업][신안2019-11-01][정상]/  ㄴ(주력분야:상ㆍ하수도설비공사)/[철근ㆍ콘크리트공사업][신안2019-09-09][대업종전환]/[상ㆍ하수도설비공사업][신안2019-11-01][대업종전환]/[포장공사업][신안2020-14-19][대업종전환]/[조경식재공사업][신안2019-16-03][대업종전환]/[시설물유지관리업][신안2019-29-03][정상]
(유)준영건설,신준식,063-445-7722,(54143) 전북 군산시 나운동 153-12 나운1차서호아파트 상가 207,[건축공사업][14-0824][정상]/[시설물유지관리업][전북군산2007-33-04][정상]
(유)지민산업개발,김성도,062-945-0477,(62454) 광주광역시 광산구 월전동 1077,"[건축공사업][05-1111][정상]/[금속창호ㆍ지붕건축물조립공사업][광주광산2020-07-09][정상]/  ㄴ(주력분야:금속구조물ㆍ창호ㆍ온실공사)/[도장ㆍ습식방수ㆍ석공사업][광주광산 2005-05-01][정상]/  ㄴ(주력분야:도장공사,습식ㆍ방수공사)/[도장공사업][광주광산 2005-05-01][대업종전환]/[시설물유지관리업][광주광산2013-29-02][정상]/[습식ㆍ방수공사업][광주광산2010-03-01][대업종전환]/[금속구조물ㆍ창호ㆍ온실공사업][광주광산2020-07-09][대업종전환]"
(유)지인건설,김선일,063-291-9093,(54810) 전라북도 전주시 덕진구 장동 196-9,[건축공사업][14-0775][정상]/[실내건축공사업][전북완주2018-01-02][대업종전환]/[실내건축공사업][전북완주2018-01-02][정상]/  ㄴ(주력분야:실내건축공사)/[시설물유지관리업][전북완주2020-29-01][정상]
(유)진보종합건설,김범술,063-532-8600,(56171) 전라북도 정읍시 수성동 910-3,[건축공사업][14-0627][정상]/[실내건축공사업][전북정읍09-01-02호][등록말소 : 2010-09-15]
(유)진양토건,김태균,063-544-6441,(54330) 전라북도 김제시 백구면 석담리 220-1,[건축공사업][14-0023][정상]
(유)진영종합건설,김종원,063-634-3600,"(55726) 전라북도 남원시 도통동 517-1 ,2층",[건축공사업][14-0397][정상]
(유)창신건설,장병순,063-246-6425,"(54973) 전라북도 전주시 완산구 중화산동2가 579-2 ,4층(중화산동2가)",[건축공사업][14-0789][정상]/[석공사업][전북99-04-75][대업종전환]/[도장ㆍ습식방수ㆍ석공사업][전북99-04-75][정상]/  ㄴ(주력분야:석공사)/[철근ㆍ콘크리트공사업][전북99-10-821][정상]/  ㄴ(주력분야:철근ㆍ콘크리트공사)/[철근ㆍ콘크리트공사업][전북99-10-821][대업종전환]/[시설물유지관리업][전북98-1-30-18][정상]
(유)창평종합건설,윤성화,063-282-5599,"(54969) 전라북도 전주시 완산구 효자동2가 1154-3 , 5층 501-3호(효자동2가)",[건축공사업][14-0524][정상]
(유)천인건설,김덕모,062-971-7241,(61111) 광주광역시 북구 용봉동 1406-1 상가동301호,[건축공사업][05-0359][정상]
(유)천조건설,김상익,033-462-3566,(24615) 강원도 인제군 북면 원통리 1657-1,[토목공사업][14-0414][정상]/[건축공사업][14-0256][정상]
(유)천지종합건설,이규철,063-229-6020,"(54969) 전라북도 전주시 완산구 효자동3가 1531-3 601호(효자동3가, 코튼빌딩)",[건축공사업][14-0530][정상]
(유)청구,이정자,063-227-7400,(54957) 전라북도 전주시 완산구 효자동3가 1483-1 (서곡청솔아파트 상가2층4호),[건축공사업][14-0807][정상]/[도장ㆍ습식방수ㆍ석공사업][전북전주2012-3-4][정상]/  ㄴ(주력분야:습식ㆍ방수공사)/[도장공사업][전북97-05-61][폐업 : 2006-03-31]/[상ㆍ하수도설비공사업][전북전주2006-13-1][폐업 : 2008-05-29]/[시설물유지관리업][전북전주2006-29-3][정상]/[습식ㆍ방수공사업][전북전주2012-3-4][대업종전환]/[금속구조물ㆍ창호ㆍ온실공사업][전북고창2008-07-07][폐업 : 2012-09-24]
(유)청담산업개발,양경빈,02-6952-0151,(06105) 서울특별시 강남구 논현동 211， 201호,[건축공사업][01-4248][정상]
(유)청송,김보경,031-323-6286,(17144) 경기 용인시 처인구 마평동 535-3 3층,[건축공사업][10-3974][정상]/[기계설비공사업][전북97-12-128][대업종전환]/[기계가스설비공사업][전북97-12-128][정상]/  ㄴ(주력분야:기계설비공사)/[시설물유지관리업][용인2010-29-05][정상]
(유)청신,김광우,063-561-4990,"(56433) 전라북도 고창군 고창읍 읍내리 681-17 ,4층8호(케이티고창빌딩)",[토목공사업][14-0408][정상]/[건축공사업][14-0520][정상]
(유)청정개발,이영선,063-277-4838,(54812) 전라북도 전주시 덕진구 전미동2가 104-5,[건축공사업][14-0735][정상]/[금속창호ㆍ지붕건축물조립공사업][전북전주2019-7-3][정상]/  ㄴ(주력분야:금속구조물ㆍ창호ㆍ온실공사)/[상ㆍ하수도설비공사업][전북전주2008-11-5][정상]/  ㄴ(주력분야:상ㆍ하수도설비공사)/[상ㆍ하수도설비공사업][전북전주2008-11-5][대업종전환]/[시설물유지관리업][전북전주2009-29-15][정상]/[금속구조물ㆍ창호ㆍ온실공사업][전북전주2019-7-3][대업종전환]
(유)청해건설,이병재,063-277-5121,(54803) 전라북도 전주시 덕진구 원동 169-18,[건축공사업][14-0194][정상]
(유)초심건설,이영미,063-291-6800,(54840) 전라북도 전주시 덕진구 덕진동2가 167-234 (덕진동2가),[건축공사업][14-0817][정상]/[시설물유지관리업][익산 2009-29-15][정상]
(유)케이탑,황성주,063-453-3113,(54076) 전라북도 군산시 조촌동 841-13,[건축공사업][14-0744][정상]/[금속창호ㆍ지붕건축물조립공사업][전북군산2020-07-05][정상]/  ㄴ(주력분야:금속구조물ㆍ창호ㆍ온실공사)/[시설물유지관리업][전북군산2017-29-01][정상]/[금속구조물ㆍ창호ㆍ온실공사업][전북군산2020-07-05][대업종전환]
(유)태림건설,오용균,063-231-0708,"(55020) 전라북도 전주시 덕진구 인후동1가 871-14 ,1층(인후동1가, 명작빌리지)",[토목공사업][14-0780][정상]/[건축공사업][14-0629][정상]/[철근ㆍ콘크리트공사업][전북장수2002-10-04][폐업 : 2011-04-07]/[시설물유지관리업][전북장수2011-29-01][정상]
(유)태신종합건설,소승용,063-644-8310,(55907) 전라북도 임실군 관촌면 신전리 34-1,[건축공사업][14-0039][정상]
(유)태양,채문석,061-282-5346,(58693) 전라남도 목포시 상동 1023-8 3층,[건축공사업][151145][정상]/[조경식재ㆍ시설물공사업][목포2006-18-7][정상]/  ㄴ(주력분야:조경식재공사)/[조경식재공사업][목포2006-18-7][대업종전환]/[조경시설물설치공사업][목포 2005-19-4][폐업 : 2015-04-13]/[시설물유지관리업][목포 2019-29-07][정상]
(유)태종건설,김종순,031-502-0177,(15495) 경기도 안산시 상록구 이동 717-3 에이스프라자 205호,[건축공사업][10-4011][정상]/[토공사업][전북97-02-414][폐업 : 2006-10-02]/[철근ㆍ콘크리트공사업][전북97-10-633][폐업 : 2015-01-15]/[상ㆍ하수도설비공사업][전북익산2006-13-88][폐업 : 2015-01-15]/[시설물유지관리업][전북김제2015-29-01][정상]
(유)태평이앤씨,정삼인,063-221-0533,(55065) 전라북도 전주시 완산구 효자동2가 1211-4 (효자동2가),[건축공사업][14-0769][정상]/[시설물유지관리업][전북전주2019-29-4][정상]
(유)태화종합건설,한기표,063-253-2600,(54935) 전라북도 전주시 덕진구 진북동 366-1,[건축공사업][14-0399][정상]
(유)토왕건설,최은경,063-236-0941,(55361) 전라북도 완주군 구이면 평촌리 1075-11,[토목공사업][15-0361][정상]/[건축공사업][14-0673][정상]
(유)티엔건설,백시안,063-288-9080,(55144) 전라북도 전주시 완산구 중인동 829-2,[건축공사업][14-0727][정상]/[도장ㆍ습식방수ㆍ석공사업][전북전주2019-5-6][정상]/  ㄴ(주력분야:도장공사)/[도장공사업][전북전주2019-5-6][대업종전환]/[시설물유지관리업][전북전주2005-29-2][정상]
(유)피케이건설,고희준,063-225-0924,"(54966) 전라북도 전주시 완산구 효자동2가 1232-2 ,춘광빌딩 2층(효자동2가, 스페이스코웍 전북도청점 208호",[건축공사업][14-0631][정상]
(유)하나엔지니어링,조복래,063-322-3814,(55518) 전라북도 무주군 무주읍 읍내리 853-5 2층,[건축공사업][14-0858][정상]/[철근ㆍ콘크리트공사업][전북무주 2004-10-04][폐업 : 2007-01-23]/[상ㆍ하수도설비공사업][전북무주2007-13-01][폐업 : 2012-05-30]/[시설물유지관리업][전북무주2012-29-01][정상]
(유)하동건설,소현희,063-275-0042,(54954) 전라북도 전주시 완산구 서신동 893-3,[건축공사업][14-0847][정상]/[지반조성ㆍ포장공사업][전북02-164][정상]/  ㄴ(주력분야:토공사)/[토공사업][전북02-164][대업종전환]/[철근ㆍ콘크리트공사업][전북10-55][정상]/  ㄴ(주력분야:철근ㆍ콘크리트공사)/[상ㆍ하수도설비공사업][전북98-13-263][정상]/  ㄴ(주력분야:상ㆍ하수도설비공사)/[철근ㆍ콘크리트공사업][전북10-55][대업종전환]/[상ㆍ하수도설비공사업][전북98-13-263][대업종전환]/[포장공사업][전북전주99-16-06][자진반납 : 2004-12-30]/[시설물유지관리업][전북98-1-30-14][정상]
(유)하이텍건설,김동성,063-245-7541,(54849) 전라북도 전주시 덕진구 고랑동 742 203호,[건축공사업][14-0160][정상]
(유)한길종합건설,김경열,041-534-2811,(31492) 충청남도 아산시 배방읍 북수리 1198,[건축공사업][14-0107][정상]
(유)한명건설,한재헌,063-536-3728,(56122) 전라북도 정읍시 산외면 동곡리 49,[토목공사업][14-0013][정상]/[건축공사업][14-0681][정상]
(유)한을건설,권영석,063-226-3235,(55086) 전라북도 전주시 완산구 삼천동1가 288-9,[건축공사업][14-0235][정상]
(유)한음이엔지,박종달,051-271-3994,(46723) 부산광역시 강서구 대저2동 6085-2,[건축공사업][02-1756][정상]/[금속창호ㆍ지붕건축물조립공사업][부산강서2018-07-01][정상]/  ㄴ(주력분야:금속구조물ㆍ창호ㆍ온실공사)/[기계설비공사업][부산강서2016-10-09][폐업 : 2018-01-30]/[시설물유지관리업][전북익산2013-29-08][정상]/[금속구조물ㆍ창호ㆍ온실공사업][부산강서2018-07-01][대업종전환]
(유)한진,라선미,041-932-7801,(33495) 충청남도 보령시 남포면 옥서리 4-4,[건축공사업][13-0761][정상]/[금속창호ㆍ지붕건축물조립공사업][충남보령2006-08-23][정상]/  ㄴ(주력분야:금속구조물ㆍ창호ㆍ온실공사)/[기계설비공사업][충남보령2019-10-02][대업종전환]/[기계가스설비공사업][충남보령2019-10-02][정상]/  ㄴ(주력분야:기계설비공사)/[시설물유지관리업][충남보령2015-29-01][정상]/[금속구조물ㆍ창호ㆍ온실공사업][충남보령2006-08-23][대업종전환]
(유)함성건설,함현수,070-4773-1328,(27013) 충청북도 단양군 단양읍 상진리 922 1층,[건축공사업][12-0535][정상]/[토공사업][전북전주99-02-34][폐업 : 2008-02-20]/[석공사업][전북순창 2005-04-03][폐업 : 2016-02-15]/[철근ㆍ콘크리트공사업][전북10-271][폐업 : 2017-06-08]/[상ㆍ하수도설비공사업][전북순창2008-13-05][폐업 : 2017-06-08]/[시설물유지관리업][광주서2017-29-07][정상]
(유)항록건설,최대근,031-847-6052,(11430) 경기도 양주시 은현면 선암리 175-9 2층,[건축공사업][10-3863][정상]/[철근ㆍ콘크리트공사업][전북99-10-838][폐업 : 2009-01-22]/[상ㆍ하수도설비공사업][전북99-13-315][자진반납 : 2004-12-30]/[시설물유지관리업][전북전주2009-29-3][정상]
(유)해인종합건설,권상민,063-260-6982,"(54969) 전라북도 전주시 완산구 효자동3가 1525-1 , 1301호(효자동3가, 로자벨시티)",[건축공사업][14-0479][정상]/[지반조성ㆍ포장공사업][전북완주2015-02-03][정상]/  ㄴ(주력분야:토공사)/[토공사업][전북완주2015-02-03][대업종전환]/[철근ㆍ콘크리트공사업][전북완주2015-09-03][정상]/  ㄴ(주력분야:철근ㆍ콘크리트공사)/[철근ㆍ콘크리트공사업][전북완주2015-09-03][대업종전환]
